Institute_Code,Institute,Department,Category,Year,CAP1,CAP2,CAP3
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,GSTS,2023-24,1.4242154,11.4340144,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,GVJS,2023-24,45.9664342,55.2709127,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,GNT1S,2023-24,20.3198986,16.2396627,33.3408586
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,GNT2S,2023-24,64.4805659,47.6387427,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,GOBCS,2023-24,53.6496624,63.3857031,61.6881259
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,LOPENS,2023-24,69.6572694,50.2663166,56.7366842
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,LSCS,2023-24,50.6107355,52.7523799,52.7523799
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,LVJS,2023-24,59.9249812,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,LNT3S,2023-24,55.2709127,15.5443322,71.0587355
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,LOBCS,2023-24,79.2648162,80.4126032,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,DEFOPENS,2023-24,63.6910141,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Civil Engineering,GOPENS,2023-24,13.8442673,67.711928,14.4711178
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Civil Engineering,GSCS,2023-24,2.9730846,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Civil Engineering,GNT2S,2023-24,12.4194815,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Civil Engineering,GOBCS,2023-24,11.6574699,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Civil Engineering,LOPENS,2023-24,29.4111028,75.1338688,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Civil Engineering,LOBCS,2023-24,26.0539861,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Civil Engineering,EWS,2023-24,35.1345873,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,GOPENS,2023-24,87.0718315,86.8382436,86.6965956
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,GSCS,2023-24,73.0265619,75.1338688,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,GVJS,2023-24,82.1650299,86.6965956,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,GNT1S,2023-24,83.348395,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,GNT2S,2023-24,87.0718315,83.5642755,84.3950599
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,GNT3S,2023-24,86.8476463,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,GOBCS,2023-24,82.251586,89.5231349,86.8476463
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,LOPENS,2023-24,86.3770498,84.4494892,76.8406961
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,LSCS,2023-24,73.2522683,,89.5231349
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,LVJS,2023-24,79.520817,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,LNT2S,2023-24,86.3437564,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,LOBCS,2023-24,82.3107244,90.5447224,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,DEFOPENS,2023-24,81.2344165,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,TFWS,2023-24,93.8108199,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,DEFRNT2S,2023-24,45.9664342,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,DEFROBCS,2023-24,21.9114832,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering,EWS,2023-24,88.9154021,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Artificial Intelligence (AI) and Data Science,GOPENS,2023-24,83.5642755,82.2034564,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Artificial Intelligence (AI) and Data Science,GSCS,2023-24,63.973064,62.7344336,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Artificial Intelligence (AI) and Data Science,GVJS,2023-24,49.0455617,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Artificial Intelligence (AI) and Data Science,GNT1S,2023-24,65.4207881,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Artificial Intelligence (AI) and Data Science,GNT2S,2023-24,83.375844,76.9213416,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Artificial Intelligence (AI) and Data Science,GOBCS,2023-24,79.7907966,82.251586,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Artificial Intelligence (AI) and Data Science,LOPENS,2023-24,84.2081516,83.5642755,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Artificial Intelligence (AI) and Data Science,LSCS,2023-24,64.0952985,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Artificial Intelligence (AI) and Data Science,LOBCS,2023-24,83.2892137,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Artificial Intelligence (AI) and Data Science,DEFOPENS,2023-24,67.711928,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Artificial Intelligence (AI) and Data Science,TFWS,2023-24,91.1342735,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Artificial Intelligence (AI) and Data Science,EWS,2023-24,85.3410413,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,GOPENS,2023-24,58.5474069,52.7422372,71.6354089
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,GSCS,2023-24,13.3162279,15.5096512,1.1513715
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,GVJS,2023-24,39.9699925,22.6551453,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,GNT1S,2023-24,38.992574,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,GNT2S,2023-24,56.7366842,54.6296296,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,GOBCS,2023-24,18.8110994,30.9520229,62.7344336
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,LOPENS,2023-24,62.4868401,28.3793174,74.1356658
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,LSCS,2023-24,50.8083922,83.4300164,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,LVJS,2023-24,50.8083922,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,LNT1S,2023-24,59.8623853,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,LNT2S,2023-24,36.3578395,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,LOBCS,2023-24,1.9167292,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,DEFOPENS,2023-24,82.0912919,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,TFWS,2023-24,71.9809302,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Food Technology,GOPENS,2023-24,2.6770943,8.1440818,51.4762755
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Food Technology,LOPENS,2023-24,8.2783196,42.9215913,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Food Technology,EWS,2023-24,25.2074392,12.4194815,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Mechanical Engineering,GOPENS,2023-24,42.4233825,28.923802,39.9251777
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Mechanical Engineering,GSCS,2023-24,17.0292573,6.2955526,4.8612936
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Mechanical Engineering,GNT2S,2023-24,13.3162279,,23.5805396
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Mechanical Engineering,GOBCS,2023-24,8.1440818,,8.1440818
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Mechanical Engineering,LOPENS,2023-24,32.3660798,,11.0960605
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Mechanical Engineering,LNT2S,2023-24,58.0840122,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,GOPENS,2023-24,81.0352521,80.0408747,78.8754662
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,GSCS,2023-24,56.7366842,71.6671025,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,GSTS,2023-24,46.1690466,74.4658288,79.2648162
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,GNT2S,2023-24,78.3308876,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,GNT3S,2023-24,58.7429854,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,GOBCS,2023-24,74.1935484,79.7413145,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,LOPENS,2023-24,81.2345291,75.1687111,80.2375547
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,LSCS,2023-24,30.9520229,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,LVJS,2023-24,33.8201786,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,LNT1S,2023-24,68.9337823,,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,LOBCS,2023-24,65.4207881,85.3534944,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,DEFOPENS,2023-24,89.2906503,,
6304,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,TFWS,2023-24,83.375844,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Civil Engineering,GOPENH,2023-24,17.0292573,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Civil Engineering,GOPENO,2023-24,13.9344262,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Civil Engineering,EWS,2023-24,6.1929085,35.1345873,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Computer Science and Engineering,GOPENH,2023-24,66.6716379,49.4761567,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Computer Science and Engineering,GSCH,2023-24,49.5548073,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Computer Science and Engineering,GVJH,2023-24,29.9996237,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Computer Science and Engineering,GNT1H,2023-24,52.5521047,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Computer Science and Engineering,GNT2H,2023-24,50.8083922,26.0539861,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Computer Science and Engineering,GOBCH,2023-24,52.5521047,9.6791335,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Computer Science and Engineering,LOPENH,2023-24,69.597699,,70.2813361
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Computer Science and Engineering,LSCH,2023-24,67.9544349,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Computer Science and Engineering,LOBCH,2023-24,66.6716379,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Computer Science and Engineering,GOPENO,2023-24,39.4392454,45.6445719,56.7405028
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Computer Science and Engineering,GOBCO,2023-24,8.2783196,,0.5926834
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Computer Science and Engineering,LOPENO,2023-24,47.387098,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Computer Science and Engineering,LOBCO,2023-24,44.0513989,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Computer Science and Engineering,GSCO,2023-24,48.9725355,26.775031,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Computer Science and Engineering,LSCO,2023-24,50.2663166,31.6482893,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Computer Science and Engineering,TFWS,2023-24,81.1192722,75.3496766,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Computer Science and Engineering,EWS,2023-24,70.2813361,,90.8627157
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Electronics and Telecommunication Engg,GOPENH,2023-24,44.6898706,7.5928328,46.4534231
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Electronics and Telecommunication Engg,GSCH,2023-24,2.3390628,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Electronics and Telecommunication Engg,GNT2H,2023-24,28.1052376,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Electronics and Telecommunication Engg,LOPENH,2023-24,42.9215913,13.3188183,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Electronics and Telecommunication Engg,GOPENO,2023-24,42.2969628,63.6508999,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Electronics and Telecommunication Engg,GSCO,2023-24,23.8907594,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Electronics and Telecommunication Engg,LOPENO,2023-24,41.1609401,29.4111028,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Electronics and Telecommunication Engg,LOBCO,2023-24,24.8864926,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Electronics and Telecommunication Engg,EWS,2023-24,65.4207881,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Mechanical Engineering,GOPENH,2023-24,13.3235504,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Mechanical Engineering,GOPENO,2023-24,0.6076519,,16.3662375
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Mechanical Engineering,EWS,2023-24,9.6791335,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Artificial Intelligence and Machine Learning,GOPENH,2023-24,49.5548073,7.6246225,75.1725431
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Artificial Intelligence and Machine Learning,GSCH,2023-24,13.3235504,,66.6716379
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Artificial Intelligence and Machine Learning,GNT1H,2023-24,46.1690466,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Artificial Intelligence and Machine Learning,GNT2H,2023-24,29.4111028,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Artificial Intelligence and Machine Learning,GOBCH,2023-24,29.9996237,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Artificial Intelligence and Machine Learning,LOPENH,2023-24,59.9249812,43.5071268,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Artificial Intelligence and Machine Learning,LSCH,2023-24,31.6482893,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Artificial Intelligence and Machine Learning,LNT1H,2023-24,17.7025465,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Artificial Intelligence and Machine Learning,LNT2H,2023-24,46.4534231,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Artificial Intelligence and Machine Learning,LOBCH,2023-24,42.5530244,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Artificial Intelligence and Machine Learning,GOBCH,2023-24,11.0960605,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Artificial Intelligence and Machine Learning,GOPENO,2023-24,42.2969628,18.4453326,28.923802
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Artificial Intelligence and Machine Learning,GOBCO,2023-24,36.1619626,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Artificial Intelligence and Machine Learning,LOPENO,2023-24,27.6545345,35.1345873,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Artificial Intelligence and Machine Learning,TFWS,2023-24,75.1725431,38.8357386,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Artificial Intelligence and Machine Learning,EWS,2023-24,59.9249812,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Electrical and Computer Engineering,GOPENH,2023-24,4.9294633,54.6296296,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Electrical and Computer Engineering,LOPENH,2023-24,32.8844711,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Electrical and Computer Engineering,LOPENO,2023-24,45.8483896,,58.5474069
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Electrical and Computer Engineering,GOPENO,2023-24,5.0725526,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Electrical and Computer Engineering,DEFOPENS,2023-24,20.9352787,,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Electrical and Computer Engineering,EWS,2023-24,18.8110994,16.2396627,
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Civil Engineering,EWS,2023-24,18.9046135,,
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Computer Engineering,GOPENH,2023-24,49.4761567,15.931529,64.0952985
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Computer Engineering,GOPENH,2023-24,49.4761567,15.931529,60.750409
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Computer Engineering,GOPENH,2023-24,49.4761567,46.4499379,64.0952985
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Computer Engineering,GOPENH,2023-24,49.4761567,46.4499379,60.750409
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Computer Engineering,LOPENH,2023-24,15.1933187,39.9699925,35.1345873
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Computer Engineering,GSCH,2023-24,26.9098391,7.2152396,6.3682812
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Computer Engineering,GVJH,2023-24,38.992574,,47.3478734
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Computer Engineering,GNT1H,2023-24,46.4499379,42.5955447,
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Computer Engineering,GOBCH,2023-24,45.9664342,7.9296955,4.0506847
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Computer Engineering,GOPENO,2023-24,71.2687819,54.0043616,34.1818319
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Computer Engineering,GSCO,2023-24,25.5459544,34.1818319,16.2396627
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Computer Engineering,GSTO,2023-24,41.1609401,5.2332748,
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Computer Engineering,GNT2O,2023-24,58.8704519,23.5805396,
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Computer Engineering,GNT3O,2023-24,59.8623853,,9.0861638
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Computer Engineering,GOBCO,2023-24,54.0043616,,
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Computer Engineering,LOPENO,2023-24,75.1725431,,
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Computer Engineering,LOBCO,2023-24,17.7025465,,
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Computer Engineering,DEFOPENS,2023-24,69.2172491,36.3578395,75.0737739
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Computer Engineering,TFWS,2023-24,69.3042857,53.6496624,29.4111028
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Computer Engineering,EWS,2023-24,58.1195238,,
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Electrical Engineering,LOPENH,2023-24,65.3263316,,
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Electrical Engineering,EWS,2023-24,17.0292573,,
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Electronics and Telecommunication Engg,GOPENH,2023-24,12.8630551,47.3478734,56.7366842
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Electronics and Telecommunication Engg,LOPENH,2023-24,9.6791335,,
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Electronics and Telecommunication Engg,GOPENH,2023-24,12.8630551,47.3478734,56.7366842
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Electronics and Telecommunication Engg,GOPENO,2023-24,37.7324111,,47.3478734
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Electronics and Telecommunication Engg,LOPENO,2023-24,19.9324831,,
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Electronics and Telecommunication Engg,EWS,2023-24,51.4762755,,33.2472877
6313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali",Mechanical Engineering,GOPENO,2023-24,53.1660451,,
6762,"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",Civil Engineering,GOPENH,2023-24,13.3235504,,
6762,"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",Civil Engineering,EWS,2023-24,33.2472877,,
6762,"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",Computer Science and Engineering,GOPENH,2023-24,67.1534217,62.7344336,61.2935921
6762,"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",Computer Science and Engineering,GSCH,2023-24,51.0567213,,
6762,"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",Computer Science and Engineering,GOBCH,2023-24,3.3914874,68.9337823,22.9499823
6762,"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",Computer Science and Engineering,GOBCH,2023-24,3.3914874,28.923802,22.9499823
6762,"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",Computer Science and Engineering,LOPENH,2023-24,67.711928,,
6762,"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",Computer Science and Engineering,LSCH,2023-24,39.9699925,,
6762,"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",Computer Science and Engineering,LOBCH,2023-24,55.9130075,,
6762,"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",Computer Science and Engineering,GVJH,2023-24,47.3478734,18.1280678,
6762,"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",Computer Science and Engineering,GOBCH,2023-24,46.4534231,68.9337823,22.9499823
6762,"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",Computer Science and Engineering,GOBCH,2023-24,46.4534231,28.923802,22.9499823
6762,"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",Computer Science and Engineering,GOPENO,2023-24,59.9249812,39.9066862,35.6213901
6762,"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",Computer Science and Engineering,GSCO,2023-24,17.8500207,,
6762,"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",Computer Science and Engineering,GNT2O,2023-24,39.9066862,21.7123399,
